# 英雄技能数据表
# Hero(英雄), Skill Name(技能名称), Level(等级), Type(类型), Attack Mod(命中修正), Damage Mod(伤害修正), Crit Mod(暴击修正), Launch Pos(发动位置), Target Pos(目标位置), Effects(效果), Notes(说明)
Hero,Skill Name,Level,Type,Attack Mod,Damage Mod,Crit Mod,Launch Pos,Target Pos,Effects,Notes
Abomination,Slam,3,melee,95%,-25%,4%,3-2-1,1-2,Push 2D/Slam Debuff 4,猛击，击退并降低保护
Abomination,Slam,4,melee,100%,-25%,5%,3-2-1,1-2,Push 2E/Slam Debuff 5,猛击，击退并降低保护
Antiquarian,Festering Vapours,0,ranged,95%,-80%,0%,3-4,2-3-4,Blight 1/Debuff Blight Resist,毒雾攻击，造成中毒和降低抗性
Antiquarian,Festering Vapours,1,ranged,100%,-80%,0%,3-4,2-3-4,Blight 2/Debuff Blight Resist,毒雾攻击，造成中毒和降低抗性
Antiquarian,Festering Vapours,2,ranged,105%,-80%,0%,3-4,2-3-4,Blight 3/Debuff Blight Resist,毒雾攻击，造成中毒和降低抗性
Antiquarian,Festering Vapours,3,ranged,110%,-80%,0%,3-4,2-3-4,Blight 4/Debuff Blight Resist,毒雾攻击，造成中毒和降低抗性
Antiquarian,Festering Vapours,4,ranged,115%,-80%,0%,3-4,2-3-4,Blight 5/Debuff Blight Resist,毒雾攻击，造成中毒和降低抗性
Antiquarian,Protect Me,0,support,100%,0%,0%,1-2-3-4,1-2-3-4,Guard Me/Buff PROT,请求队友保护，增加护甲值
Antiquarian,Protect Me,1,support,100%,0%,0%,1-2-3-4,1-2-3-4,Guard Me/Buff PROT,请求队友保护，增加护甲值
Antiquarian,Protect Me,2,support,100%,0%,0%,1-2-3-4,1-2-3-4,Guard Me/Buff PROT,请求队友保护，增加护甲值
Antiquarian,Protect Me,3,support,100%,0%,0%,1-2-3-4,1-2-3-4,Guard Me/Buff PROT,请求队友保护，增加护甲值
Antiquarian,Protect Me,4,support,100%,0%,0%,1-2-3-4,1-2-3-4,Guard Me/Buff PROT,请求队友保护，增加护甲值
Arbalest,Sniper Shot,0,ranged,95%,0%,5%,3-4,2-3-4,None,精准射击，高命中和暴击
Arbalest,Sniper Shot,1,ranged,100%,0%,6%,3-4,2-3-4,None,精准射击，高命中和暴击
Arbalest,Sniper Shot,2,ranged,105%,0%,7%,3-4,2-3-4,None,精准射击，高命中和暴击
Arbalest,Sniper Shot,3,ranged,110%,0%,8%,3-4,2-3-4,None,精准射击，高命中和暴击
Arbalest,Sniper Shot,4,ranged,115%,0%,9%,3-4,2-3-4,None,精准射击，高命中和暴击
Arbalest,Battlefield Bandage,0,heal,100%,0%,0%,3-4,1-2-3-4,Heal 3/Heal Buff 1,战地包扎，治疗并提升后续治疗效果
Arbalest,Battlefield Bandage,1,heal,100%,0%,0%,3-4,1-2-3-4,Heal 4/Heal Buff 2,战地包扎，治疗并提升后续治疗效果
Arbalest,Battlefield Bandage,2,heal,100%,0%,0%,3-4,1-2-3-4,Heal 5/Heal Buff 3,战地包扎，治疗并提升后续治疗效果
Arbalest,Battlefield Bandage,3,heal,100%,0%,0%,3-4,1-2-3-4,Heal 6/Heal Buff 4,战地包扎，治疗并提升后续治疗效果
Arbalest,Battlefield Bandage,4,heal,100%,0%,0%,3-4,1-2-3-4,Heal 7/Heal Buff 5,战地包扎，治疗并提升后续治疗效果
Houndmaster,Hound Rush,0,melee,85%,0%,5%,2-3-4,1-2-3-4,Beast Killer 1/Bleed 1,猎犬突袭，对野兽额外伤害
Houndmaster,Hound Rush,1,melee,90%,0%,6%,2-3-4,1-2-3-4,Beast Killer 2/Bleed 2,猎犬突袭，对野兽额外伤害
Houndmaster,Hound Rush,2,melee,95%,0%,7%,2-3-4,1-2-3-4,Beast Killer 3/Bleed 3,猎犬突袭，对野兽额外伤害
Houndmaster,Hound Rush,3,melee,100%,0%,8%,2-3-4,1-2-3-4,Beast Killer 4/Bleed 4,猎犬突袭，对野兽额外伤害
Houndmaster,Hound Rush,4,melee,105%,0%,9%,2-3-4,1-2-3-4,Beast Killer 5/Bleed 5,猎犬突袭，对野兽额外伤害
Houndmaster,Guard Dog,0,guard,100%,0%,0%,1-2-3-4,-,Guard/Self Mark/Dodge Buff,让猎犬保护自己，提升闪避
Houndmaster,Guard Dog,1,guard,100%,0%,0%,1-2-3-4,-,Guard/Self Mark/Dodge Buff,让猎犬保护自己，提升闪避
Houndmaster,Guard Dog,2,guard,100%,0%,0%,1-2-3-4,-,Guard/Self Mark/Dodge Buff,让猎犬保护自己，提升闪避
Houndmaster,Guard Dog,3,guard,100%,0%,0%,1-2-3-4,-,Guard/Self Mark/Dodge Buff,让猎犬保护自己，提升闪避
Houndmaster,Guard Dog,4,guard,100%,0%,0%,1-2-3-4,-,Guard/Self Mark/Dodge Buff,让猎犬保护自己，提升闪避
Leper,Chop,0,melee,75%,0%,5%,1-2,1-2,None,重击，高伤害但低命中
Leper,Chop,1,melee,80%,0%,6%,1-2,1-2,None,重击，高伤害但低命中
Leper,Chop,2,melee,85%,0%,7%,1-2,1-2,None,重击，高伤害但低命中
Leper,Chop,3,melee,90%,0%,8%,1-2,1-2,None,重击，高伤害但低命中
Leper,Chop,4,melee,95%,0%,9%,1-2,1-2,None,重击，高伤害但低命中
Leper,Solemnity,0,self,100%,0%,0%,1-2-3-4,-,Self Heal 5/Stress Heal 5,冥想，恢复生命和减少压力
Leper,Solemnity,1,self,100%,0%,0%,1-2-3-4,-,Self Heal 6/Stress Heal 6,冥想，恢复生命和减少压力
Leper,Solemnity,2,self,100%,0%,0%,1-2-3-4,-,Self Heal 7/Stress Heal 7,冥想，恢复生命和减少压力
Leper,Solemnity,3,self,100%,0%,0%,1-2-3-4,-,Self Heal 8/Stress Heal 8,冥想，恢复生命和减少压力
Leper,Solemnity,4,self,100%,0%,0%,1-2-3-4,-,Self Heal 9/Stress Heal 9,冥想，恢复生命和减少压力
Man-at-Arms,Crush,0,melee,85%,0%,5%,1-2,1-2,Stun 1,重锤打击，可能造成眩晕
Man-at-Arms,Crush,1,melee,90%,0%,6%,1-2,1-2,Stun 2,重锤打击，可能造成眩晕
Man-at-Arms,Crush,2,melee,95%,0%,7%,1-2,1-2,Stun 3,重锤打击，可能造成眩晕
Man-at-Arms,Crush,3,melee,100%,0%,8%,1-2,1-2,Stun 4,重锤打击，可能造成眩晕
Man-at-Arms,Crush,4,melee,105%,0%,9%,1-2,1-2,Stun 5,重锤打击，可能造成眩晕
Man-at-Arms,Command,0,buff,100%,0%,0%,1-2-3-4,1-2-3-4,Team ACC Buff/Team CRIT Buff,指挥，提升队伍命中和暴击
Man-at-Arms,Command,1,buff,100%,0%,0%,1-2-3-4,1-2-3-4,Team ACC Buff/Team CRIT Buff,指挥，提升队伍命中和暴击
Man-at-Arms,Command,2,buff,100%,0%,0%,1-2-3-4,1-2-3-4,Team ACC Buff/Team CRIT Buff,指挥，提升队伍命中和暴击
Man-at-Arms,Command,3,buff,100%,0%,0%,1-2-3-4,1-2-3-4,Team ACC Buff/Team CRIT Buff,指挥，提升队伍命中和暴击
Man-at-Arms,Command,4,buff,100%,0%,0%,1-2-3-4,1-2-3-4,Team ACC Buff/Team CRIT Buff,指挥，提升队伍命中和暴击
Occultist,Sacrificial Stab,0,melee,85%,0%,5%,2-3-4,1-2,Eldritch Killer 1,献祭匕首，对邪术生物额外伤害
Occultist,Sacrificial Stab,1,melee,90%,0%,6%,2-3-4,1-2,Eldritch Killer 2,献祭匕首，对邪术生物额外伤害
Occultist,Sacrificial Stab,2,melee,95%,0%,7%,2-3-4,1-2,Eldritch Killer 3,献祭匕首，对邪术生物额外伤害
Occultist,Sacrificial Stab,3,melee,100%,0%,8%,2-3-4,1-2,Eldritch Killer 4,献祭匕首，对邪术生物额外伤害
Occultist,Sacrificial Stab,4,melee,105%,0%,9%,2-3-4,1-2,Eldritch Killer 5,献祭匕首，对邪术生物额外伤害
Occultist,Wyrd Reconstruction,0,heal,100%,0%,0%,3-4,1-2-3-4,Heal 0-13/Bleed 1,诡异重构，大幅治疗但可能造成流血
Occultist,Wyrd Reconstruction,1,heal,100%,0%,0%,3-4,1-2-3-4,Heal 0-15/Bleed 1,诡异重构，大幅治疗但可能造成流血
Occultist,Wyrd Reconstruction,2,heal,100%,0%,0%,3-4,1-2-3-4,Heal 0-17/Bleed 1,诡异重构，大幅治疗但可能造成流血
Occultist,Wyrd Reconstruction,3,heal,100%,0%,0%,3-4,1-2-3-4,Heal 0-19/Bleed 1,诡异重构，大幅治疗但可能造成流血
Occultist,Wyrd Reconstruction,4,heal,100%,0%,0%,3-4,1-2-3-4,Heal 0-22/Bleed 1,诡异重构，大幅治疗但可能造成流血
Vestal,Mace Bash,0,melee,85%,0%,2.5%,1-2,1-2,None,圣锤打击，基础近战攻击
Vestal,Mace Bash,1,melee,90%,0%,3.5%,1-2,1-2,None,圣锤打击，基础近战攻击
Vestal,Mace Bash,2,melee,95%,0%,4.5%,1-2,1-2,None,圣锤打击，基础近战攻击
Vestal,Mace Bash,3,melee,100%,0%,5.5%,1-2,1-2,None,圣锤打击，基础近战攻击
Vestal,Mace Bash,4,melee,105%,0%,6.5%,1-2,1-2,None,圣锤打击，基础近战攻击
Vestal,Divine Grace,0,heal,100%,0%,0%,3-4,1-2-3-4,Heal 4,神圣恩典，单体治疗
Vestal,Divine Grace,1,heal,100%,0%,0%,3-4,1-2-3-4,Heal 5,神圣恩典，单体治疗
Vestal,Divine Grace,2,helee,100%,0%,0%,3-4,1-2-3-4,Heal 6,神圣恩典，单体治疗
Vestal,Divine Grace,3,heal,100%,0%,0%,3-4,1-2-3-4,Heal 7,神圣恩典，单体治疗
Vestal,Divine Grace,4,heal,100%,0%,0%,3-4,1-2-3-4,Heal 8,神圣恩典，单体治疗
Vestal,Divine Comfort,0,heal,100%,0%,0%,3-4,1-2-3-4,Team Heal 2,神圣慰藉，全队治疗
Vestal,Divine Comfort,1,heal,100%,0%,0%,3-4,1-2-3-4,Team Heal 2,神圣慰藉，全队治疗
Vestal,Divine Comfort,2,heal,100%,0%,0%,3-4,1-2-3-4,Team Heal 3,神圣慰藉，全队治疗
Vestal,Divine Comfort,3,heal,100%,0%,0%,3-4,1-2-3-4,Team Heal 3,神圣慰藉，全队治疗
Vestal,Divine Comfort,4,heal,100%,0%,0%,3-4,1-2-3-4,Team Heal 4,神圣慰藉，全队治疗

# 瘟疫医生技能 | Plague Doctor Skills
Plague Doctor,Noxious Blast,0,ranged,95%,-80%,5%,4-3-2,1-2,PD Single Blight 1/Noxious Debuff 1,毒气喷射，造成中毒和减速
Plague Doctor,Noxious Blast,1,ranged,100%,-80%,6%,4-3-2,1-2,PD Single Blight 2/Noxious Debuff 2,毒气喷射，造成中毒和减速
Plague Doctor,Noxious Blast,2,ranged,105%,-80%,7%,4-3-2,1-2,PD Single Blight 3/Noxious Debuff 3,毒气喷射，造成中毒和减速
Plague Doctor,Noxious Blast,3,ranged,110%,-80%,8%,4-3-2,1-2,PD Single Blight 4/Noxious Debuff 4,毒气喷射，造成中毒和减速
Plague Doctor,Noxious Blast,4,ranged,115%,-80%,9%,4-3-2,1-2,PD Single Blight 5/Noxious Debuff 5,毒气喷射，造成中毒和减速
Plague Doctor,Plague Grenade,0,ranged,95%,-90%,0%,4-3,3-4,PD Blight 1,瘟疫手雷，群体中毒
Plague Doctor,Plague Grenade,1,ranged,100%,-90%,1%,4-3,3-4,PD Blight 2,瘟疫手雷，群体中毒
Plague Doctor,Plague Grenade,2,ranged,105%,-90%,2%,4-3,3-4,PD Blight 3,瘟疫手雷，群体中毒
Plague Doctor,Plague Grenade,3,ranged,110%,-90%,3%,4-3,3-4,PD Blight 4,瘟疫手雷，群体中毒
Plague Doctor,Plague Grenade,4,ranged,115%,-90%,4%,4-3,3-4,PD Blight 5,瘟疫手雷，群体中毒
Plague Doctor,Blinding Gas,0,ranged,95%,-100%,0%,4-3,3-4,Stun 1,致盲毒气，群体眩晕
Plague Doctor,Blinding Gas,1,ranged,100%,-100%,0%,4-3,3-4,Stun 2,致盲毒气，群体眩晕
Plague Doctor,Blinding Gas,2,ranged,105%,-100%,0%,4-3,3-4,Stun 3,致盲毒气，群体眩晕
Plague Doctor,Blinding Gas,3,ranged,110%,-100%,0%,4-3,3-4,Stun 4,致盲毒气，群体眩晕
Plague Doctor,Blinding Gas,4,ranged,115%,-100%,0%,4-3,3-4,Stun 5,致盲毒气，群体眩晕
Plague Doctor,Incision,0,melee,85%,0%,5%,3-2-1,1-2,Bleed 1,手术切割，造成流血
Plague Doctor,Incision,1,melee,90%,0%,6%,3-2-1,1-2,Bleed 2,手术切割，造成流血
Plague Doctor,Incision,2,melee,95%,0%,7%,3-2-1,1-2,Bleed 3,手术切割，造成流血
Plague Doctor,Incision,3,melee,100%,0%,8%,3-2-1,1-2,Bleed 4,手术切割，造成流血
Plague Doctor,Incision,4,melee,105%,0%,9%,3-2-1,1-2,Bleed 5,手术切割，造成流血
Plague Doctor,Battlefield Medicine,0,support,0%,0%,0%,4-3,1-2-3-4,Cure/Cureself,战地医疗，治疗和解除异常状态
Plague Doctor,Battlefield Medicine,1,support,0%,0%,0%,4-3,1-2-3-4,Cure/Cureself,战地医疗，治疗和解除异常状态
Plague Doctor,Battlefield Medicine,2,support,0%,0%,0%,4-3,1-2-3-4,Cure/Cureself,战地医疗，治疗和解除异常状态
Plague Doctor,Battlefield Medicine,3,support,0%,0%,0%,4-3,1-2-3-4,Cure/Cureself,战地医疗，治疗和解除异常状态
Plague Doctor,Battlefield Medicine,4,support,0%,0%,0%,4-3,1-2-3-4,Cure/Cureself,战地医疗，治疗和解除异常状态
Plague Doctor,Emboldening Vapours,0,support,0%,0%,0%,4-3-2-1,1-2-3-4,PD Vapours Buff 1,鼓舞之雾，提升伤害和暴击
Plague Doctor,Emboldening Vapours,1,support,0%,0%,0%,4-3-2-1,1-2-3-4,PD Vapours Buff 2,鼓舞之雾，提升伤害和暴击
Plague Doctor,Emboldening Vapours,2,support,0%,0%,0%,4-3-2-1,1-2-3-4,PD Vapours Buff 3,鼓舞之雾，提升伤害和暴击
Plague Doctor,Emboldening Vapours,3,support,0%,0%,0%,4-3-2-1,1-2-3-4,PD Vapours Buff 4,鼓舞之雾，提升伤害和暴击
Plague Doctor,Emboldening Vapours,4,support,0%,0%,0%,4-3-2-1,1-2-3-4,PD Vapours Buff 5,鼓舞之雾，提升伤害和暴击
Plague Doctor,Disorienting Blast,0,ranged,95%,-100%,0%,4-3-2,2-3-4,Disorient 1/clear_corpses/PD Disorienting Stun 1,迷惑爆破，眩晕并清除尸体
Plague Doctor,Disorienting Blast,1,ranged,100%,-100%,0%,4-3-2,2-3-4,Disorient 2/clear_corpses/PD Disorienting Stun 2,迷惑爆破，眩晕并清除尸体
Plague Doctor,Disorienting Blast,2,ranged,105%,-100%,0%,4-3-2,2-3-4,Disorient 3/clear_corpses/PD Disorienting Stun 3,迷惑爆破，眩晕并清除尸体
Plague Doctor,Disorienting Blast,3,ranged,110%,-100%,0%,4-3-2,2-3-4,Disorient 4/clear_corpses/PD Disorienting Stun 4,迷惑爆破，眩晕并清除尸体
Plague Doctor,Disorienting Blast,4,ranged,115%,-100%,0%,4-3-2,2-3-4,Disorient 5/clear_corpses/PD Disorienting Stun 5,迷惑爆破，眩晕并清除尸体

# 地狱使者技能 | Hellion Skills
Hellion,Wicked Hack,0,melee,85%,0%,4%,2-1,1-2,None,邪恶砍击，基础近战攻击
Hellion,Wicked Hack,1,melee,90%,0%,5%,2-1,1-2,None,邪恶砍击，基础近战攻击
Hellion,Wicked Hack,2,melee,95%,0%,6%,2-1,1-2,None,邪恶砍击，基础近战攻击
Hellion,Wicked Hack,3,melee,100%,0%,7%,2-1,1-2,None,邪恶砍击，基础近战攻击
Hellion,Wicked Hack,4,melee,105%,0%,8%,2-1,1-2,None,邪恶砍击，基础近战攻击

Hellion,Iron Swan,0,melee,85%,0%,5%,1,4,None,铁天鹅，攻击最后排敌人
Hellion,Iron Swan,1,melee,90%,0%,6%,1,4,None,铁天鹅，攻击最后排敌人
Hellion,Iron Swan,2,melee,95%,0%,7%,1,4,None,铁天鹅，攻击最后排敌人
Hellion,Iron Swan,3,melee,100%,0%,8%,1,4,None,铁天鹅，攻击最后排敌人
Hellion,Iron Swan,4,melee,105%,0%,9%,1,4,None,铁天鹅，攻击最后排敌人

Hellion,Barbaric Yawp,0,melee,95%,-100%,0%,2-1,1-2,Hero Strong Stun 1/Hellion Exhaust,野蛮咆哮，眩晕前排敌人
Hellion,Barbaric Yawp,1,melee,100%,-100%,0%,2-1,1-2,Hero Strong Stun 2/Hellion Exhaust,野蛮咆哮，眩晕前排敌人
Hellion,Barbaric Yawp,2,melee,105%,-100%,0%,2-1,1-2,Hero Strong Stun 3/Hellion Exhaust,野蛮咆哮，眩晕前排敌人
Hellion,Barbaric Yawp,3,melee,110%,-100%,0%,2-1,1-2,Hero Strong Stun 4/Hellion Exhaust,野蛮咆哮，眩晕前排敌人
Hellion,Barbaric Yawp,4,melee,115%,-100%,0%,2-1,1-2,Hero Strong Stun 5/Hellion Exhaust,野蛮咆哮，眩晕前排敌人

Hellion,If It Bleeds,0,melee,85%,-35%,0%,3-2-1,2-3,Bleed 1,血流成河，造成流血效果
Hellion,If It Bleeds,1,melee,90%,-35%,1%,3-2-1,2-3,Bleed 2,血流成河，造成流血效果
Hellion,If It Bleeds,2,melee,95%,-35%,2%,3-2-1,2-3,Bleed 3,血流成河，造成流血效果
Hellion,If It Bleeds,3,melee,100%,-35%,3%,3-2-1,2-3,Bleed 4,血流成河，造成流血效果
Hellion,If It Bleeds,4,melee,105%,-35%,4%,3-2-1,2-3,Bleed 5,血流成河，造成流血效果

Hellion,Breakthrough,0,melee,85%,-50%,-1%,4-3-2,1-2-3,Hellion Exhaust Sm,突破，向前移动并群体攻击
Hellion,Breakthrough,1,melee,90%,-50%,0%,4-3-2,1-2-3,Hellion Exhaust Sm,突破，向前移动并群体攻击
Hellion,Breakthrough,2,melee,95%,-50%,1%,4-3-2,1-2-3,Hellion Exhaust Sm,突破，向前移动并群体攻击
Hellion,Breakthrough,3,melee,100%,-50%,2%,4-3-2,1-2-3,Hellion Exhaust Sm,突破，向前移动并群体攻击
Hellion,Breakthrough,4,melee,105%,-50%,3%,4-3-2,1-2-3,Hellion Exhaust Sm,突破，向前移动并群体攻击

Hellion,Adrenaline Rush,0,melee,0%,0%,0%,4-3-2-1,self,Adrenaline 1/HellionHealSelf 1,肾上腺素，自我治疗和增益
Hellion,Adrenaline Rush,1,melee,0%,0%,0%,4-3-2-1,self,Adrenaline 2/HellionHealSelf 2,肾上腺素，自我治疗和增益
Hellion,Adrenaline Rush,2,melee,0%,0%,0%,4-3-2-1,self,Adrenaline 3/HellionHealSelf 3,肾上腺素，自我治疗和增益
Hellion,Adrenaline Rush,3,melee,0%,0%,0%,4-3-2-1,self,Adrenaline 4/HellionHealSelf 4,肾上腺素，自我治疗和增益
Hellion,Adrenaline Rush,4,melee,0%,0%,0%,4-3-2-1,self,Adrenaline 5/HellionHealSelf 5,肾上腺素，自我治疗和增益

Hellion,Bleed Out,0,melee,85%,20%,6%,1,1,Strong Bleed 1/Hellion Exhaust,放血，高伤害和强力流血
Hellion,Bleed Out,1,melee,90%,20%,7%,1,1,Strong Bleed 2/Hellion Exhaust,放血，高伤害和强力流血
Hellion,Bleed Out,2,melee,95%,20%,8%,1,1,Strong Bleed 3/Hellion Exhaust,放血，高伤害和强力流血
Hellion,Bleed Out,3,melee,100%,20%,9%,1,1,Strong Bleed 4/Hellion Exhaust,放血，高伤害和强力流血
Hellion,Bleed Out,4,melee,105%,20%,10%,1,1,Strong Bleed 5/Hellion Exhaust,放血，高伤害和强力流血

# 公路强盗技能 | Highwayman Skills
Highwayman,Wicked Slice,0,melee,85%,15%,5%,3-2-1,1-2,None,恶意挥砍，基础近战攻击
Highwayman,Wicked Slice,1,melee,90%,15%,6%,3-2-1,1-2,None,恶意挥砍，基础近战攻击
Highwayman,Wicked Slice,2,melee,95%,15%,7%,3-2-1,1-2,None,恶意挥砍，基础近战攻击
Highwayman,Wicked Slice,3,melee,100%,15%,8%,3-2-1,1-2,None,恶意挥砍，基础近战攻击
Highwayman,Wicked Slice,4,melee,105%,15%,9%,3-2-1,1-2,None,恶意挥砍，基础近战攻击

Highwayman,Pistol Shot,0,ranged,85%,-15%,7.5%,4-3-2,2-3-4,HW Pistol Dmg Marked 1,手枪射击，对标记目标额外伤害
Highwayman,Pistol Shot,1,ranged,90%,-15%,8.5%,4-3-2,2-3-4,HW Pistol Dmg Marked 2,手枪射击，对标记目标额外伤害
Highwayman,Pistol Shot,2,ranged,95%,-15%,9.5%,4-3-2,2-3-4,HW Pistol Dmg Marked 3,手枪射击，对标记目标额外伤害
Highwayman,Pistol Shot,3,ranged,100%,-15%,10.5%,4-3-2,2-3-4,HW Pistol Dmg Marked 4,手枪射击，对标记目标额外伤害
Highwayman,Pistol Shot,4,ranged,105%,-15%,11.5%,4-3-2,2-3-4,HW Pistol Dmg Marked 5,手枪射击，对标记目标额外伤害

Highwayman,Point Blank Shot,0,ranged,95%,50%,5%,1,1,Push 1A,近距离射击，高伤害并击退敌人
Highwayman,Point Blank Shot,1,ranged,100%,50%,6%,1,1,Push 1B,近距离射击，高伤害并击退敌人
Highwayman,Point Blank Shot,2,ranged,105%,50%,7%,1,1,Push 1C,近距离射击，高伤害并击退敌人
Highwayman,Point Blank Shot,3,ranged,110%,50%,8%,1,1,Push 1D,近距离射击，高伤害并击退敌人
Highwayman,Point Blank Shot,4,ranged,115%,50%,9%,1,1,Push 1E,近距离射击，高伤害并击退敌人

Highwayman,Grape Shot Blast,0,ranged,75%,-50%,-9%,2-3,1-2-3,Grapeshot Vulnerability 1,霰弹射击，群体伤害
Highwayman,Grape Shot Blast,1,ranged,80%,-50%,-8%,2-3,1-2-3,Grapeshot Vulnerability 2,霰弹射击，群体伤害
Highwayman,Grape Shot Blast,2,ranged,85%,-50%,-7%,2-3,1-2-3,Grapeshot Vulnerability 3,霰弹射击，群体伤害
Highwayman,Grape Shot Blast,3,ranged,90%,-50%,-6%,2-3,1-2-3,Grapeshot Vulnerability 4,霰弹射击，群体伤害
Highwayman,Grape Shot Blast,4,ranged,95%,-50%,-5%,2-3,1-2-3,Grapeshot Vulnerability 5,霰弹射击，群体伤害

Highwayman,Take Aim,0,ranged,95%,-80%,0%,4-3-2-1,2-3-4,Tracking Buff 1/Destealth,瞄准，提升命中和暴击
Highwayman,Take Aim,1,ranged,100%,-80%,0%,4-3-2-1,2-3-4,Tracking Buff 2/Destealth,瞄准，提升命中和暴击
Highwayman,Take Aim,2,ranged,105%,-80%,0.5%,4-3-2-1,2-3-4,Tracking Buff 3/Destealth,瞄准，提升命中和暴击
Highwayman,Take Aim,3,ranged,110%,-80%,0.5%,4-3-2-1,2-3-4,Tracking Buff 4/Destealth,瞄准，提升命中和暴击
Highwayman,Take Aim,4,ranged,115%,-80%,1%,4-3-2-1,2-3-4,Tracking Buff 5/Destealth,瞄准，提升命中和暴击

Highwayman,Duelist Advance,0,melee,90%,-20%,5%,4-3-2,1-2-3,Hwy Riposte 1,决斗进攻，获得反击能力
Highwayman,Duelist Advance,1,melee,95%,-20%,6%,4-3-2,1-2-3,Hwy Riposte 2,决斗进攻，获得反击能力
Highwayman,Duelist Advance,2,melee,100%,-20%,7%,4-3-2,1-2-3,Hwy Riposte 3,决斗进攻，获得反击能力
Highwayman,Duelist Advance,3,melee,105%,-20%,8%,4-3-2,1-2-3,Hwy Riposte 4,决斗进攻，获得反击能力
Highwayman,Duelist Advance,4,melee,110%,-20%,9%,4-3-2,1-2-3,Hwy Riposte 5,决斗进攻，获得反击能力

Highwayman,Opened Vein,0,melee,95%,-15%,0%,3-2-1,1-2,Bleed 1/HW Open Vein Bleed Debuff 1/HW Open Vein SPD Debuff 1,开膛，造成流血和减速
Highwayman,Opened Vein,1,melee,100%,-15%,1%,3-2-1,1-2,Bleed 2/HW Open Vein Bleed Debuff 2/HW Open Vein SPD Debuff 2,开膛，造成流血和减速
Highwayman,Opened Vein,2,melee,105%,-15%,2%,3-2-1,1-2,Bleed 3/HW Open Vein Bleed Debuff 3/HW Open Vein SPD Debuff 3,开膛，造成流血和减速
Highwayman,Opened Vein,3,melee,110%,-15%,3%,3-2-1,1-2,Bleed 4/HW Open Vein Bleed Debuff 4/HW Open Vein SPD Debuff 4,开膛，造成流血和减速
Highwayman,Opened Vein,4,melee,115%,-15%,4%,3-2-1,1-2,Bleed 5/HW Open Vein Bleed Debuff 5/HW Open Vein SPD Debuff 5,开膛，造成流血和减速

# 十字军技能 | Crusader Skills
Crusader,Smite,0,melee,85%,0%,0%,2-1,1-2,Unholy Killer 1,神圣打击，对不洁生物高伤害
Crusader,Smite,1,melee,90%,0%,1%,2-1,1-2,Unholy Killer 2,神圣打击，对不洁生物高伤害
Crusader,Smite,2,melee,95%,0%,2%,2-1,1-2,Unholy Killer 3,神圣打击，对不洁生物高伤害
Crusader,Smite,3,melee,100%,0%,3%,2-1,1-2,Unholy Killer 4,神圣打击，对不洁生物高伤害
Crusader,Smite,4,melee,105%,0%,4%,2-1,1-2,Unholy Killer 5,神圣打击，对不洁生物高伤害

Crusader,Zealous Accusation,0,ranged,85%,-40%,-4%,2-1,1-2,None,热诚指控，群体伤害
Crusader,Zealous Accusation,1,ranged,90%,-40%,-3%,2-1,1-2,None,热诚指控，群体伤害
Crusader,Zealous Accusation,2,ranged,95%,-40%,-2%,2-1,1-2,None,热诚指控，群体伤害
Crusader,Zealous Accusation,3,ranged,100%,-40%,-1%,2-1,1-2,None,热诚指控，群体伤害
Crusader,Zealous Accusation,4,ranged,105%,-40%,0%,2-1,1-2,None,热诚指控，群体伤害

Crusader,Stunning Blow,0,melee,90%,-50%,0%,2-1,1-2,Stun 1,重击，造成眩晕
Crusader,Stunning Blow,1,melee,95%,-50%,1%,2-1,1-2,Stun 2,重击，造成眩晕
Crusader,Stunning Blow,2,melee,100%,-50%,2%,2-1,1-2,Stun 3,重击，造成眩晕
Crusader,Stunning Blow,3,melee,105%,-50%,3%,2-1,1-2,Stun 4,重击，造成眩晕
Crusader,Stunning Blow,4,melee,110%,-50%,4%,2-1,1-2,Stun 5,重击，造成眩晕

Crusader,Bulwark of Faith,0,support,0%,0%,0%,2-1,self,Crusader Bulwark 1/Crusader Bulwark Mark/Crusader Bulwark Light,信仰壁垒，提升保护和抗性
Crusader,Bulwark of Faith,1,support,0%,0%,0%,2-1,self,Crusader Bulwark 2/Crusader Bulwark Mark/Crusader Bulwark Light,信仰壁垒，提升保护和抗性
Crusader,Bulwark of Faith,2,support,0%,0%,0%,2-1,self,Crusader Bulwark 3/Crusader Bulwark Mark/Crusader Bulwark Light,信仰壁垒，提升保护和抗性
Crusader,Bulwark of Faith,3,support,0%,0%,0%,2-1,self,Crusader Bulwark 4/Crusader Bulwark Mark/Crusader Bulwark Light,信仰壁垒，提升保护和抗性
Crusader,Bulwark of Faith,4,support,0%,0%,0%,2-1,self,Crusader Bulwark 5/Crusader Bulwark Mark/Crusader Bulwark Light,信仰壁垒，提升保护和抗性

Crusader,Battle Heal,0,support,0%,0%,0%,1-2-3-4,1-2-3-4,None,战斗治疗，恢复生命值
Crusader,Battle Heal,1,support,0%,0%,0%,1-2-3-4,1-2-3-4,None,战斗治疗，恢复生命值
Crusader,Battle Heal,2,support,0%,0%,0%,1-2-3-4,1-2-3-4,None,战斗治疗，恢复生命值
Crusader,Battle Heal,3,support,0%,0%,0%,1-2-3-4,1-2-3-4,None,战斗治疗，恢复生命值
Crusader,Battle Heal,4,support,0%,0%,0%,1-2-3-4,1-2-3-4,None,战斗治疗，恢复生命值
